"latlng","name","type"
"26.781608600000002,81.0454908","Sultanpur - Lucknow Road Marhar Mau Kala ","[u'route'] [u'locality', u'political'] "
"26.782313199999997,81.0442818","Marhar Mau Kala ","[u'locality', u'political'] "
"26.783074699999997,81.04335379999999","Sultanpur - Lucknow Road Marhar Mau Kala ","[u'route'] [u'locality', u'political'] "
"26.783768300000002,81.0424624","Sultanpur - Lucknow Road Shivaay Laon Marhar Mau Kala ","[u'route'] [u'lodging', u'point_of_interest', u'establishment'] [u'locality', u'political'] "
"26.7842262,81.04100279999999","Marhar Mau Kala ","[u'locality', u'political'] "
"26.784173699999997,81.0404529","Marhar Mau Kala J.k Bajaj Golf City ","[u'locality', u'political'] [u'store', u'point_of_interest', u'establishment'] [u'neighborhood', u'political'] "
"26.7850971,81.03733869999999","Marhar Mau Kala ","[u'locality', u'political'] "
"26.7907484,81.0228422","Mastemau ","[u'locality', u'political'] "
"26.796599800000003,81.0000566","Padera - Raebareli Road Lucknow ","[u'route'] [u'locality', u'political'] "
"26.8335092,81.0121407","Lucknow Makhdoom Pur ","[u'locality', u'political'] [u'locality', u'political'] "
"26.8375631,81.0136761","Lucknow WEDOST Supermarket Sector 6 ","[u'locality', u'political'] [u'department_store', u'store', u'point_of_interest', u'establishment'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.857060999999998,80.9979849","Lucknow Chandra Guest House Vivek Khand 3 ","[u'locality', u'political'] [u'lodging', u'point_of_interest', u'establishment'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.8571562,80.99815","Lucknow Dr. Himani negi clinic Vivek Khand 3 ","[u'locality', u'political'] [u'doctor', u'health', u'point_of_interest', u'establishment'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.857259600000003,80.9981195","Lucknow Vivek Khand 3 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.857168599999998,80.99826850000001","Lucknow Vivek Khand 3 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.857251399999996,80.99812840000001","Lucknow Vivek Khand 3 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.857256300000003,80.9981184","Lucknow Vivek Khand 3 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.857261199999996,80.9981305","Lucknow Vivek Khand 3 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.8572662,80.9981155","Lucknow Vivek Khand 3 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.8573352,80.99821440000001","Lucknow Vivek Khand 3 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.8581881,80.9960045","Lucknow Hem Lata Optical Ajmeri Optical Pushp Lata Brass Band Vivek Khand 2 ","[u'locality', u'political'] [u'store', u'health', u'point_of_interest', u'establishment'] [u'store', u'health', u'point_of_interest', u'establishment'] [u'point_of_interest', u'establishment'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.8601321,80.99407509999999","Lucknow Vivek Khand 2 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.8601849,80.9937209","Lucknow Vijay Khand 2 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.845395500000002,80.95826590000001","Lucknow Narhi ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.834324,80.9506652","Lucknow उत्तरप्रदेश आवास और विकास परिषद मुख्यालय The Mall Avenue ","[u'locality', u'political'] [u'premise', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.828048100000004,80.9462705","Lucknow Cantonment ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.8314675,80.9239573","Lucknow Charbagh ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.8312043,80.9244074","Lucknow Charbagh ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.830993300000003,80.9246135","Lucknow Charbagh ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.8314217,80.9248121","Lucknow Charbagh ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.831435499999998,80.92480350000001","Lucknow Charbagh ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.8314373,80.92505140000002","Lucknow Charbagh ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.831485999999998,80.92637619999999","Lucknow Charbagh ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.838378100000003,80.9342975","Motilal Nehru Marg Anil Pan Bhandar Jagdeesh Karyana Store Jaiswal Bakery Lucknow ","[u'route'] [u'store', u'point_of_interest', u'establishment'] [u'grocery_or_supermarket', u'store', u'food', u'point_of_interest', u'establishment'] [u'bakery', u'store', u'food', u'point_of_interest', u'establishment'] [u'locality', u'political'] "
"26.840393300000002,80.9367208","28, Motilal Nehru Marg, Ghasyari Mandi Lucknow ","[u'route'] [u'locality', u'political'] "
"26.8409128,80.9383184","21, VS Marg Lucknow ","[u'route'] [u'locality', u'political'] "
"26.835925099999997,80.93975809999999","Lucknow Murli Nagar ","[u'locality', u'political'] [u'sublocality_level_3', u'sublocality', u'political'] "
"26.848500399999995,80.89954859999999","Lucknow TANDOORI MUGHLAI RESTAURANT Moti Jheel Colony ","[u'locality', u'political'] [u'restaurant', u'food', u'point_of_interest', u'establishment'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.851943199999997,80.96932009999999","Lucknow Jiamau ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.856024100000003,80.9703564","Lucknow Jiamau ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.858755100000003,80.9845172","Lohia Path Lucknow ","[u'route'] [u'locality', u'political'] "
"26.8602474,80.9907333","Lohia Path Lucknow ","[u'route'] [u'locality', u'political'] "
"26.8581148,80.997176","Lucknow Vivek Khand 2 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.8580669,80.9973694","Lucknow Vivek Khand 2 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.857095899999997,80.99810670000001","Lucknow Vivek Khand 3 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.8572309,80.9978497","Lucknow Vivek Khand 3 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.8570354,80.9981255","Lucknow Vivek Khand 3 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.857233,80.99794240000001","Lucknow Vivek Khand 3 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.8570973,80.9984465","Lucknow Vivek Khand 3 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.857201,80.99801629999999","Lucknow Qrat A Computer Group Vivek Khand 3 ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.8569608,80.9980965","Lucknow Vivek Khand 3 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.8571814,80.998071","Lucknow Vivek Khand 3 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.8571897,80.9982381","Lucknow Vivek Khand 3 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.85717,80.998257","Lucknow Vivek Khand 3 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.8570675,80.9980843","Lucknow The Urban Dhaba - Restaurants in Gomti Nagar Lucknow Vivek Khand 3 ","[u'locality', u'political'] [u'restaurant', u'food', u'point_of_interest', u'establishment'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.856940500000004,80.99806290000001","Lucknow Vivek Khand 3 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.856078999999998,80.99786340000001","Lucknow Vivek Khand 3 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.855700399999996,80.9976877","Lucknow SHREE KAMDHUK MARKETING AND SALES PRIVATE LIMITED Tiwari Tutorials Vivek Khand 3 ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'point_of_interest', u'establishment'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.8558331,80.9969358","Lucknow Vivek Khand 3 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.856025800000005,80.99568509999999","Lucknow Canine Pet & Veterinary clinic Vivek Khand 3 ","[u'locality', u'political'] [u'veterinary_care', u'point_of_interest', u'establishment'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.8556424,80.9950138","Baldev Singh Arya Marg Lucknow ","[u'route'] [u'locality', u'political'] "
"26.8543535,80.9946015","Baldev Singh Arya Marg Lucknow ","[u'route'] [u'locality', u'political'] "
"26.8542843,80.993599","Patrakarpuram Road Lucknow ","[u'route'] [u'locality', u'political'] "
"26.854526399999997,80.99198220000001","Patrakarpuram Road Lucknow ","[u'route'] [u'locality', u'political'] "
"26.8548271,80.9906217","Lucknow Vijay Khand 2 ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.854899,80.989366","Patrakarpuram Road Lucknow ","[u'route'] [u'locality', u'political'] "
"26.8534922,80.9889978","1, Gomti Nagar Bypass Rd, Vishal Khand - 3, Vishal Khand Lucknow ","[u'route'] [u'locality', u'political'] "
"26.852163800000003,80.9887217","Gomti Nagar Bypass Road Lucknow ","[u'route'] [u'locality', u'political'] "
"26.850994500000002,80.98842640000001","Gomti Nagar Bypass Road Lucknow ","[u'route'] [u'locality', u'political'] "
"26.850282300000003,80.9882449","198, Gomti Nagar Bypass Rd, Vishal Khand 1, Vishal Khand Blossoms and Greens Subh Collection Lucknow ","[u'route'] [u'clothing_store', u'store', u'point_of_interest', u'establishment'] [u'clothing_store', u'store', u'point_of_interest', u'establishment'] [u'locality', u'political'] "
"26.849152899999996,80.98797629999999","Gomti Nagar Bypass Road Lucknow ","[u'route'] [u'locality', u'political'] "
"26.8483332,80.98778929999999","Lucknow Vishal Khand ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.8476969,80.9871105","Lucknow Vishal Khand ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.848002899999997,80.985902","Doctor Akhilesh Das Gupta Marg Lucknow ","[u'route'] [u'locality', u'political'] "
"26.8484063,80.98416340000001","Doctor Akhilesh Das Gupta Marg Lucknow ","[u'route'] [u'locality', u'political'] "
"26.8487545,80.9828813","Doctor Akhilesh Das Gupta Marg Lucknow ","[u'route'] [u'locality', u'political'] "
"26.849049100000006,80.9816736","Doctor Akhilesh Das Gupta Marg Lucknow ","[u'route'] [u'locality', u'political'] "
"26.8490702,80.9816447","Doctor Akhilesh Das Gupta Marg Lucknow ","[u'route'] [u'locality', u'political'] "
"26.849217499999998,80.9811566","Doctor Akhilesh Das Gupta Marg Lucknow ","[u'route'] [u'locality', u'political'] "
"26.8494529,80.98002640000001","Doctor Akhilesh Das Gupta Marg Lucknow ","[u'route'] [u'locality', u'political'] "
"26.8497843,80.97915040000001","2, Lohia Park Rd Lucknow ","[u'route'] [u'locality', u'political'] "
"26.849917100000003,80.9784419","Lucknow Vipin Khand ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.8502093,80.9771697","Lucknow Vipin Khand ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.8504897,80.9761731","Lucknow Vipin Khand ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.850624300000003,80.9752804","Lucknow Vipin Khand ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.850793300000003,80.9738426","Lucknow Vipin Khand ","[u'locality', u'political'] [u'sublocality_level_2', u'sublocality', u'political'] "
"26.8505183,80.9698773","Lucknow Jiamau ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.8505511,80.969277","Lucknow Jiamau ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.8505957,80.96873459999999","Lucknow Jiamau ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.8506207,80.9682267","Lucknow Jiamau ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.8506261,80.96769499999999","Lucknow Jiamau ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.850662800000002,80.967304","Lucknow Jiamau ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.8506591,80.96729640000001","Lucknow Jiamau ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.850645399999998,80.96726629999999","Lucknow Jiamau ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.850669099999998,80.967219","Lucknow Jiamau ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.850587100000006,80.966864","Lucknow Jiamau ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.8506391,80.96635970000001","Lucknow Jiamau ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.850382399999997,80.96593680000001","La Martiniere College Bandh Lucknow ","[u'route'] [u'locality', u'political'] "
"26.8503382,80.96541540000001","Lucknow Butler Colony ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"26.850436900000002,80.96493120000001","Lohia Path Lucknow ","[u'route'] [u'locality', u'political'] "
"26.8499276,80.9640103","Lohia Path Lucknow ","[u'route'] [u'locality', u'political'] "
"26.8488844,80.9624886","Lohia Path Lucknow ","[u'route'] [u'locality', u'political'] "
"26.8476466,80.9610844","Lohia Path Lucknow ","[u'route'] [u'locality', u'political'] "
"26.846314399999997,80.96004040000001","Lohia Path Lucknow ","[u'route'] [u'locality', u'political'] "
"26.8450531,80.95903009999999","Lohia Path Lucknow ","[u'route'] [u'locality', u'political'] "
"26.8439346,80.95741269999999","Lohia Path Lucknow ","[u'route'] [u'locality', u'political'] "
"26.843207,80.9556852","Lohia Path Lucknow ","[u'route'] [u'locality', u'political'] "
"26.8426313,80.95390309999999","Lohia Path Lucknow ","[u'route'] [u'locality', u'political'] "
"26.8422085,80.95216459999999","Lohia Path Lucknow ","[u'route'] [u'locality', u'political'] "
